index,Company,TypeName,inches,resolution_width,resolution_height,touchscreen,cpu_name,cpu_brand,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
1285,Lenovo,"2 in 1 Convertible",13.30,3200,1800,1,"Core i7",Intel,2.50,16,SSD,512,0,Intel,windows,1.3,79866.72
1286,Lenovo,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.60,2,"Flash Storage",64,0,Intel,windows,1.5,12201.12
1287,HP,Notebook,15.60,1366,768,0,"Core i7",Intel,2.50,6,HDD,1024,0,AMD,windows,2.19,40705.92
1288,Asus,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.60,4,HDD,500,0,Intel,windows,2.2,19660.32
1289,Asus,Ultrabook,13.30,1920,1080,0,"Core M",Intel,0.90,8,SSD,512,0,Intel,windows,1.2,38841.12
1290,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.40,6,HDD,1024,0,Intel,windows,2.3,24455.52
1291,Acer,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.60,4,HDD,500,0,Intel,linux,2.4,15397.92
1292,Dell,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.60,2,HDD,500,0,Intel,windows,2.20,20193.12
1293,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.60,8,HDD,1024,0,Nvidia,windows,2.6,47898.72
1294,HP,Notebook,15.60,1920,1080,0,"A9-Series 9410",AMD,2.90,6,Hybrid,1024,0,AMD,windows,2.04,29303.4672
1295,Dell,Notebook,15.60,1366,768,0,"Core i7",Intel,2.70,8,HDD,1024,0,AMD,linux,2.3,42943.1472
1296,HP,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.60,2,"Flash Storage",32,0,Intel,windows,1.17,11135.52
1297,Asus,Notebook,15.60,1366,768,0,"Core i7",Intel,2.50,4,HDD,500,0,Nvidia,windows,2.2,38378.6496
1298,Lenovo,"2 in 1 Convertible",14.00,1920,1080,1,"Core i7",Intel,2.50,4,SSD,128,0,Intel,windows,1.8,33992.64
1299,Lenovo,"2 in 1 Convertible",13.30,3200,1800,1,"Core i7",Intel,2.50,16,SSD,512,0,Intel,windows,1.3,79866.72
1300,Lenovo,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.60,2,"Flash Storage",64,0,Intel,windows,1.5,12201.12
1301,HP,Notebook,15.60,1366,768,0,"Core i7",Intel,2.50,6,HDD,1024,0,AMD,windows,2.19,40705.92
1302,Asus,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.60,4,HDD,500,0,Intel,windows,2.2,19660.32
